146, 1975 0 340.0 3.47 4;
147, 1975 0 60.0 3.41 8;
148, 1975 0 180.0 3.07 13;
149, 1975 0 140.0 4.43 8;
150, 1975 0 90.0 4.43 8;
151, 1975 0 780.0 2.0 1;
152, 1975 0 100.0 4.43 8;
153, 1975 6 1480.0 3.46 11;
154, 1975 6 1040.0 3.3 4;
155, 1975 0 260.0 4.43 8;
156, 1975 0 860.0 4.43 8;
157, 1975 0 880.0 4.43 8;
158, 1975 6 705.0 4.18 0;
159, 1975 0 130.0 3.07 13;
160, 1975 0 90.0 3.58 3;
161, 1975 0 100.0 4.43 8;
162, 1975 0 120.0 3.24 3;
163, 1975 5 90.0 3.46 3;
164, 1975 6 2020.0 3.48 5;
165, 1975 0 100.0 3.71 1;
166, 1975 6 80.0 3.24 3;
167, 1975 0 120.0 3.24 3;
168, 1975 0 330.0 4.04 2;
169, 1975 6 1002.0 4.34 15;
170, 1975 6 120.0 3.24 3;
171, 1975 6 70.0 3.24 3;
172, 1975 0 160.0 3.11 8;
173, 1975 0 620.0 3.97 2;
174, 1975 0 550.0 3.97 2;
175, 1975 6 127.0 3.11 8;
176, 1975 0 170.0 3.39 4;
177, 1975 0 160.0 3.39 4;
178, 1975 0 110.0 3.39 4;
179, 1975 5 134.0 3.11 8;
180, 1975 5 139.0 4.14 1;
181, 1975 0 190.0 4.04 2;
182, 1975 0 50.0 3.24 3;
183, 1975 6 90.0 3.95 3;
184, 1975 9 63.0 2.69 1;
185, 1975 0 60.0 3.07 13;
186, 1975 6 45.0 3.24 3;
187, 1975 6 50.0 3.24 3;
188, 1975 0 28.0 3.24 3;
189, 1975 5 164.0 4.04 2;
190, 1975 6 60.0 3.24 3;
191, 1975 5 252.0 4.02 4;
192, 1975 0 100.0 3.71 1;
193, 1975 0 150.0 3.24 3;
194, 1975 6 65.0 3.24 3;
195, 1975 6 70.0 3.24 3;
196, 1975 0 300.0 4.02 4;
197, 1975 0 300.0 4.02 4;
198, 1975 6 40.0 3.24 3;
199, 1975 0 776.0 2.0 1;
200, 1975 5 152.0 4.43 8;
201, 1975 5 300.0 4.21 0;
202, 1975 6 1096.0 4.21 0;
203, 1975 6 497.0 4.21 0;
204, 1975 6 335.0 3.73 0;
205, 1975 0 200.0 3.46 11;
206, 1975 0 120.0 4.25 9;
207, 1975 0 450.0 4.25 9;
208, 1975 5 219.0 3.46 11;
209, 1975 6 1120.0 3.8 3;
210, 1975 6 1130.0 3.8 3;
211, 1975 0 71.0 3.24 3;
212, 1975 0 198.0 3.24 3;
213, 1975 5 1485.0 4.21 0;
214, 1975 0 150.0 3.24 3;
215, 1975 0 150.0 3.24 3;
216, 1975 0 220.0 3.24 3;
217, 1975 0 450.0 4.25 9;
218, 1975 6 65.0 3.3 4;
219, 1975 6 425.0 3.78 3;
220, 1975 0 70.0 3.3 4;
221, 1975 6 1470.0 3.78 3;
222, 1975 0 150.0 3.24 3;
223, 1975 0 220.0 3.24 3;
224, 1975 5 35.0 3.46 3;
225, 1975 6 211.0 3.46 3;
226, 1975 5 385.0 4.5 1;
227, 1975 6 1270.0 3.49 11;
228, 1975 6 215.0 4.13 0;
229, 1975 6 90.0 3.24 3;
230, 1975 5 205.0 3.46 11;
231, 1975 5 279.0 4.46 0;
232, 1975 0 100.0 4.43 8;
233, 1975 5 176.0 4.13 0;
234, 1975 0 170.0 3.39 4;
235, 1975 0 140.0 4.43 8;
236, 1975 0 90.0 4.43 8;
237, 1975 0 110.0 3.39 4;
238, 1975 0 120.0 4.25 9;
239, 1975 0 260.0 4.43 8;
240, 1975 0 100.0 4.43 8;
241, 1975 5 317.0 4.43 8;
242, 1975 0 100.0 3.24 3;
243, 1975 0 70.0 3.3 4;
244, 1975 0 100.0 4.43 8;
245, 1975 0 880.0 4.43 8;
246, 1976 6 705.0 4.21 0;
247, 1976 0 140.0 2.0 1;
248, 1976 0 214.0 3.24 3;
249, 1976 6 765.0 4.21 0;
250, 1976 6 60.0 3.24 3;
251, 1976 0 113.0 3.24 3;
252, 1976 5 280.0 3.24 3;
253, 1976 0 300.0 2.0 1;
254, 1976 5 47.0 3.24 3;
255, 1976 0 97.0 3.24 3;
256, 1976 0 104.0 3.24 3;
257, 1976 0 250.0 2.0 1;
258, 1976 6 600.0 4.21 0;
259, 1976 0 123.0 3.24 3;
260, 1976 0 127.0 3.24 3;
261, 1976 5 128.0 3.24 3;
262, 1976 6 80.0 3.24 3;
263, 1976 6 630.0 4.21 0;
264, 1976 6 80.0 3.24 3;
265, 1976 6 85.0 3.24 3;
266, 1976 6 830.0 4.21 0;
267, 1976 0 140.0 3.24 3;
268, 1976 0 134.0 3.24 3;
269, 1976 0 105.0 3.24 3;
270, 1976 6 835.0 4.21 0;
271, 1976 0 216.0 3.24 3;
272, 1976 5 260.0 3.24 3;
273, 1976 6 480.0 4.21 0;
274, 1976 6 50.0 3.24 3;
275, 1976 5 195.0 3.24 3;
276, 1976 6 100.0 3.24 3;
277, 1976 6 100.0 3.24 3;
278, 1976 6 100.0 3.24 3;
279, 1976 6 100.0 3.24 3;
280, 1976 0 154.0 3.24 3;
281, 1976 6 100.0 3.24 3;
282, 1976 6 50.0 3.24 3;
283, 1976 0 73.0 3.24 3;
284, 1976 0 800.0 2.0 1;
285, 1976 6 560.0 4.21 0;
286, 1976 0 132.0 3.24 3;
287, 1976 0 118.0 3.24 3;
288, 1976 0 93.0 3.24 3;
289, 1976 0 62.0 3.24 3;
290, 1976 6 125.0 3.66 11;
291, 1976 6 100.0 3.24 3;
292, 1976 5 200.0 3.24 3;
293, 1976 6 100.0 3.24 3;
294, 1976 6 100.0 3.24 3;
295, 1976 6 55.0 3.24 3;
296, 1976 6 50.0 3.24 3;
297, 1976 6 50.0 3.24 3;
298, 1976 6 50.0 3.24 3;
299, 1976 6 50.0 3.24 3;
300, 1976 0 70.0 2.0 1;
301, 1976 6 870.0 4.21 0;
302, 1976 6 85.0 3.24 3;
303, 1976 6 30.0 3.24 3;
304, 1976 0 48.0 3.24 3;
305, 1976 6 25.0 3.24 3;
306, 1976 6 25.0 3.24 3;
307, 1976 0 117.0 3.24 3;
308, 1976 6 270.0 3.24 3;
309, 1976 0 530.0 2.0 1;
310, 1976 6 100.0 3.24 3;
311, 1976 6 150.0 3.24 3;
312, 1976 6 80.0 3.24 3;
313, 1976 6 90.0 3.24 3;
314, 1976 6 120.0 3.24 3;
315, 1976 6 235.0 3.21 4;
316, 1976 6 2650.0 3.24 3;
317, 1976 6 2600.0 3.24 3;
318, 1976 6 2150.0 3.24 3;
319, 1976 6 1800.0 3.24 3;
320, 1976 6 1650.0 3.24 3;
321, 1976 6 1600.0 3.24 3;
322, 1976 6 1500.0 3.24 3;
323, 1976 6 1300.0 3.24 3;
324, 1976 6 1250.0 3.24 3;
325, 1976 6 1200.0 3.24 3;
326, 1976 6 850.0 3.24 3;
327, 1976 6 750.0 3.24 3;
328, 1976 6 700.0 3.24 3;
329, 1976 6 650.0 3.24 3;
330, 1976 0 103.0 4.25 9;
331, 1976 6 550.0 3.24 3;
332, 1976 6 500.0 3.24 3;
333, 1976 6 500.0 3.24 3;
334, 1976 6 500.0 3.24 3;
335, 1976 6 375.0 2.94 2;
336, 1976 6 400.0 3.24 3;
337, 1976 6 400.0 3.24 3;
338, 1976 6 315.0 3.24 3;
339, 1976 6 170.0 3.24 3;
340, 1976 6 280.0 3.24 3;
341, 1976 6 70.0 3.24 3;
342, 1976 6 205.0 3.24 3;
343, 1976 6 350.0 3.73 0;
344, 1976 6 270.0 3.73 0;
345, 1976 1 50.0 3.46 3;
346, 1976 1 40.0 3.46 3;
347, 1976 1 40.0 3.46 3;
348, 1976 1 40.0 3.46 3;
349, 1976 1 30.0 3.46 3;
350, 1976 1 30.0 3.46 3;
351, 1976 0 262.0 3.6 9;
352, 1976 6 255.0 3.73 0;
353, 1976 6 165.0 3.73 0;
354, 1976 6 130.0 3.73 0;
355, 1976 6 125.0 3.73 0;
356, 1976 5 230.0 3.73 0;
357, 1976 1 50.0 3.46 3;
358, 1976 1 40.0 3.46 3;
359, 1976 1 40.0 3.46 3;
360, 1976 1 40.0 3.46 3;
361, 1976 1 30.0 3.46 3;
362, 1976 1 30.0 3.46 3;
363, 1976 4 240.0 3.24 3;
364, 1976 6 210.0 3.24 3;
365, 1976 6 210.0 3.24 3;
366, 1976 6 100.0 3.24 3;
367, 1976 6 245.0 3.24 3;
368, 1976 6 80.0 3.24 3;
369, 1976 6 90.0 3.24 3;
370, 1976 6 260.0 3.24 3;
371, 1976 6 225.0 3.24 3;
372, 1976 6 160.0 3.24 3;
373, 1976 6 150.0 3.24 3;
374, 1976 6 150.0 3.24 3;
375, 1976 6 150.0 3.24 3;
376, 1976 6 130.0 3.24 3;
377, 1976 6 120.0 3.24 3;
378, 1976 6 120.0 3.24 3;
379, 1976 6 106.0 3.24 3;
380, 1976 6 105.0 3.24 3;
381, 1976 6 105.0 3.24 3;
382, 1976 6 100.0 3.24 3;
383, 1976 6 95.0 3.24 3;
384, 1976 6 80.0 3.24 3;
385, 1976 6 72.0 3.24 3;
386, 1976 6 60.0 3.24 3;
387, 1976 6 55.0 3.24 3;
388, 1976 6 50.0 3.24 3;
389, 1976 6 50.0 3.24 3;
390, 1976 6 45.0 3.24 3;
391, 1976 6 40.0 3.24 3;
392, 1976 6 190.0 3.24 3;
393, 1976 6 170.0 3.24 3;
394, 1976 6 150.0 3.24 3;
395, 1976 6 120.0 3.24 3;
396, 1976 6 90.0 3.24 3;
397, 1976 6 175.0 3.24 3;
398, 1976 6 250.0 3.24 3;
399, 1976 6 185.0 3.24 3;
400, 1976 6 210.0 3.24 3;
401, 1976 6 225.0 3.24 3;
402, 1976 6 210.0 3.24 3;
403, 1976 6 195.0 3.24 3;
404, 1976 6 875.0 4.21 0;
405, 1976 6 185.0 3.24 3;
406, 1976 6 170.0 3.24 3;
407, 1976 6 165.0 3.24 3;
408, 1976 6 110.0 3.24 3;
409, 1976 6 685.0 3.24 3;
410, 1976 6 332.0 3.24 3;
411, 1976 6 298.0 3.24 3;
412, 1976 6 461.0 3.24 3;
413, 1976 6 225.0 3.24 3;
414, 1976 6 156.0 3.24 3;
415, 1976 6 720.0 3.24 3;
416, 1976 6 380.0 3.24 3;
417, 1976 6 330.0 3.24 3;
418, 1976 6 310.0 3.24 3;
419, 1976 6 310.0 3.24 3;
420, 1976 6 285.0 3.24 3;
421, 1976 6 265.0 3.24 3;
422, 1976 6 260.0 3.24 3;
423, 1976 6 260.0 3.24 3;
424, 1976 6 250.0 3.24 3;
425, 1976 6 215.0 3.24 3;
426, 1976 6 210.0 3.24 3;
427, 1976 6 1700.0 4.21 0;
428, 1976 6 600.0 3.24 3;
429, 1976 6 1850.0 4.21 0;
430, 1976 5 47.0 2.94 2;
431, 1976 5 42.0 2.94 2;
432, 1976 5 36.0 2.94 2;
433, 1976 5 30.0 2.94 2;
434, 1976 5 27.0 2.94 2;
435, 1976 5 27.0 2.94 2;
436, 1976 5 50.0 2.94 2;
437, 1976 5 25.0 2.94 2;
438, 1976 6 210.0 3.23 4;
439, 1976 6 420.0 3.23 4;
440, 1976 5 60.0 4.13 0;
441, 1976 6 300.0 2.94 2;
442, 1976 6 220.0 2.94 2;
443, 1976 5 76.0 4.13 0;
444, 1976 5 19.0 2.94 2;
445, 1976 0 78.0 3.04 9;
446, 1976 5 52.0 2.94 2;
447, 1976 6 150.0 2.94 2;
448, 1976 6 230.0 2.94 2;
449, 1976 6 225.0 2.94 2;
450, 1976 6 225.0 2.94 2;
451, 1976 6 220.0 2.94 2;
452, 1976 6 220.0 2.94 2;
453, 1976 6 210.0 2.94 2;
454, 1976 6 120.0 2.94 2;
455, 1976 6 195.0 2.94 2;
456, 1976 6 180.0 2.94 2;
457, 1976 6 180.0 2.94 2;
458, 1976 6 170.0 2.94 2;
459, 1976 6 160.0 2.94 2;
460, 1976 6 160.0 2.94 2;
461, 1976 6 150.0 2.94 2;
462, 1976 6 180.0 2.94 2;
463, 1976 0 46.0 3.37 0;
464, 1976 5 955.0 3.37 0;
465, 1976 5 310.0 3.37 0;
466, 1976 6 80.0 4.21 0;
467, 1976 6 70.0 4.21 0;
468, 1976 6 65.0 4.21 0;
469, 1976 6 65.0 4.21 0;
470, 1976 6 60.0 4.21 0;
471, 1976 6 55.0 4.21 0;
472, 1976 6 80.0 4.21 0;
473, 1976 6 40.0 4.21 0;
474, 1976 6 3840.0 4.21 0;
475, 1976 6 3510.0 4.21 0;
476, 1976 6 3110.0 4.21 0;
477, 1976 6 1420.0 4.21 0;
478, 1976 6 1230.0 4.21 0;
479, 1976 6 980.0 4.21 0;
480, 1976 6 35.0 4.21 0;
481, 1976 6 120.0 4.21 0;
482, 1976 6 120.0 4.21 0;
483, 1976 6 1255.0 4.18 0;
484, 1976 5 260.0 3.37 0;
485, 1976 5 120.0 3.37 0;
486, 1976 5 80.0 3.37 0;
487, 1976 0 88.0 3.37 0;
488, 1976 6 530.0 4.18 8;
489, 1976 5 168.0 3.57 1;
490, 1976 5 220.0 4.43 8;
491, 1976 0 48.0 4.25 9;
492, 1976 6 130.0 4.43 8;
493, 1976 0 183.0 4.43 8;
494, 1976 6 130.0 4.43 8;
495, 1976 0 123.0 4.25 9;
496, 1976 6 280.0 4.21 0;
497, 1976 6 530.0 4.18 0;
498, 1976 6 1255.0 4.18 0;
499, 1976 6 230.0 2.94 2;
500, 1976 6 900.0 4.21 0;
501, 1976 6 235.0 2.94 2;
502, 1976 6 250.0 2.94 2;
503, 1976 6 375.0 2.94 2;
504, 1976 6 360.0 2.94 2;
505, 1976 6 360.0 2.94 2;
506, 1976 6 355.0 2.94 2;
507, 1976 0 165.0 3.37 0;
508, 1976 6 355.0 2.94 2;
509, 1976 6 390.0 2.94 2;
510, 1976 6 350.0 2.94 2;
511, 1976 6 310.0 2.94 2;
512, 1976 6 300.0 2.94 2;
513, 1976 6 293.0 2.94 2;
514, 1976 6 290.0 2.94 2;
515, 1976 6 285.0 2.94 2;
516, 1976 6 275.0 2.94 2;
517, 1976 6 320.0 2.94 2;
518, 1976 6 250.0 2.94 2;
519, 1976 6 150.0 2.94 2;
520, 1976 6 200.0 2.94 2;
521, 1976 6 360.0 2.94 2;
522, 1976 6 360.0 2.94 2;
523, 1976 6 355.0 2.94 2;
524, 1976 6 350.0 2.94 2;
525, 1976 6 320.0 2.94 2;
526, 1976 6 310.0 2.94 2;
527, 1976 6 190.0 2.94 2;
528, 1976 6 295.0 2.94 2;
529, 1976 6 295.0 2.94 2;
530, 1976 6 285.0 2.94 2;
531, 1976 6 275.0 2.94 2;
532, 1976 6 260.0 2.94 2;
533, 1976 6 230.0 2.94 2;
534, 1976 6 220.0 2.94 2;
535, 1976 6 295.0 2.94 2;
536, 1976 6 230.0 2.94 2;
537, 1976 6 220.0 2.94 2;
538, 1976 6 200.0 2.94 2;
539, 1976 6 180.0 2.94 2;
540, 1976 6 180.0 2.94 2;
541, 1976 6 170.0 2.94 2;
542, 1976 6 160.0 2.94 2;
543, 1976 6 160.0 2.94 2;
544, 1976 6 150.0 2.94 2;
545, 1976 6 180.0 2.94 2;
546, 1976 6 145.0 2.94 2;
547, 1976 6 310.0 2.94 2;
548, 1976 6 310.0 2.94 2;
549, 1976 6 305.0 2.94 2;
550, 1976 6 265.0 2.94 2;
551, 1976 6 260.0 2.94 2;
552, 1976 6 260.0 2.94 2;
553, 1976 6 120.0 2.94 2;
554, 1976 6 190.0 2.94 2;
555, 1976 6 210.0 2.94 2;
556, 1976 6 220.0 2.94 2;
557, 1976 6 190.0 2.94 2;
558, 1976 6 310.0 2.94 2;
559, 1976 6 305.0 2.94 2;
560, 1976 6 300.0 2.94 2;
561, 1976 6 260.0 2.94 2;
562, 1976 6 260.0 2.94 2;
563, 1976 6 260.0 2.94 2;
564, 1976 6 255.0 2.94 2;
565, 1976 6 235.0 2.94 2;
566, 1976 6 235.0 2.94 2;
567, 1976 6 230.0 2.94 2;
568, 1976 6 230.0 2.94 2;
569, 1976 6 225.0 2.94 2;
570, 1976 6 225.0 2.94 2;
